ranking,player,age,points,tourn_played,year
42,Adrian Mannarino,30,"1,045",29,2018
43,Nicolas Jarry,23,"1,022",22,2018
44,Joao Sousa,29,"1,017",29,2018
45,Malek Jaziri,34,"1,014",30,2018
46,Matthew Ebden,31,"1,001",27,2018
47,Damir Dzumhur,26,985,31,2018
48,Dusan Lajovic,28,985,25,2018
49,Taylor Fritz,21,974,26,2018
50,Robin Haase,31,965,28,2018
51,Sam Querrey,31,955,23,2018
52,Benoit Paire,29,935,29,2018
53,Mikhail Kukushkin,31,935,24,2018
54,Matteo Berrettini,22,932,24,2018
55,Pierre-Hugues Herbert,27,903,25,2018
56,Leonardo Mayer,31,895,25,2018
57,Jan-Lennard Struff,28,875,25,2018
58,Guido Pella,28,860,25,2018
59,Peter Gojowczyk,29,855,25,2018
60,Marius Copil,28,823,23,2018
61,Tennys Sandgren,27,814,23,2018
62,Ryan Harrison,26,810,21,2018
63,Denis Kudla,26,810,27,2018
64,Feliciano Lopez,37,795,21,2018
65,Albert Ramos-Vinolas,30,790,29,2018
66,Stan Wawrinka,33,785,17,2018
67,Aljaz Bedene,29,780,21,2018
68,Andrey Rublev,21,760,24,2018
69,Mischa Zverev,31,750,31,2018
70,Vasek Pospisil,28,716,26,2018
71,Tomas Berdych,33,715,16,2018
72,Jordan Thompson,24,715,30,2018
73,Roberto Carballes Baena,25,714,29,2018
74,Maximilian Marterer,23,706,27,2018
75,Yoshihito Nishioka,23,701,23,2018
76,Bradley Klahn,28,699,24,2018
77,Taro Daniel,25,691,24,2018
78,Mackenzie McDonald,23,688,25,2018
79,Guido Andreozzi,27,682,25,2018
80,Federico Delbonis,28,678,24,2018
81,Jaume Munar,21,663,29,2018
82,Pablo Andujar,32,658,21,2018
83,Bernard Tomic,26,655,13,2018
84,Christian Garin,22,650,22,2018
85,Jozef Kovalik,26,638,18,2018
86,Hubert Hurkacz,21,636,24,2018
87,Mirza Basic,27,636,25,2018
88,Pablo Cuevas,32,630,23,2018
89,Jiri Vesely,25,629,24,2018
90,Cameron Norrie,23,627,22,2018
91,Ilya Ivashka,24,622,21,2018
92,Denis Istomin,32,622,24,2018
93,Laslo Djere,23,621,25,2018
94,Filip Krajinovic,26,620,21,2018
95,Ernests Gulbis,30,612,15,2018
96,Marcel Granollers,32,598,24,2018
97,Evgeny Donskoy,28,594,26,2018
98,Radu Albot,29,592,34,2018
99,Reilly Opelka,21,590,18,2018
100,Ivo Karlovic,39,589,23,2018
