Date,Tournament,Series,Surface,Round,Winner,Loser,Winner_Rank,Loser_Rank
2012-07-28,BetAtHomeCup,ATP250,Clay,2ndRound,VolandriF.,RamosA.,99,45
2012-07-28,BetAtHomeCup,ATP250,Clay,2ndRound,HaaseR.,OswaldP.,42,242
2012-07-28,BetAtHomeCup,ATP250,Clay,2ndRound,OdesnikW.,ZoppJ.,148,80
2012-07-28,BetAtHomeCup,ATP250,Clay,Quarterfinals,VolandriF.,DutraSilvaR.,99,107
2012-07-28,BetAtHomeCup,ATP250,Clay,Quarterfinals,KohlschreiberP.,RosolL.,23,97
2012-07-28,BetAtHomeCup,ATP250,Clay,Quarterfinals,HaaseR.,OdesnikW.,42,148
2012-07-28,BetAtHomeCup,ATP250,Clay,Quarterfinals,KlizanM.,BolelliS.,62,111
2012-07-29,BetAtHomeCup,ATP250,Clay,Semifinals,KohlschreiberP.,VolandriF.,23,99
2012-07-29,BetAtHomeCup,ATP250,Clay,Semifinals,HaaseR.,KlizanM.,42,62
2012-07-30,BetAtHomeCup,ATP250,Clay,TheFinal,HaaseR.,KohlschreiberP.,42,23
2012-07-25,FarmersClassic,ATP250,Hard,1stRound,CapdevilleP.,KunitsynI.,139,130
2012-07-26,FarmersClassic,ATP250,Hard,1stRound,CipollaF.,SockJ.,93,263
2012-07-26,FarmersClassic,ATP250,Hard,1stRound,RamR.,BakerB.,117,79
2012-07-26,FarmersClassic,ATP250,Hard,1stRound,RussellM.,LevineJ.,83,87
2012-07-26,FarmersClassic,ATP250,Hard,1stRound,AndreevI.,SelaD.,89,114
2012-07-26,FarmersClassic,ATP250,Hard,1stRound,MalisseX.,MeisterN.,72,625
2012-07-27,FarmersClassic,ATP250,Hard,1stRound,EbdenM.,BerrerM.,78,125
2012-07-27,FarmersClassic,ATP250,Hard,1stRound,LorenziP.,KlahnB.,91,613
2012-07-27,FarmersClassic,ATP250,Hard,1stRound,KamkeT.,BlakeJ.,108,112
2012-07-27,FarmersClassic,ATP250,Hard,1stRound,MatosevicM.,GuccioneC.,81,510
2012-07-27,FarmersClassic,ATP250,Hard,1stRound,SijslingI.,JohnsonS.,102,362
2012-07-27,FarmersClassic,ATP250,Hard,1stRound,BerankisR.,PhauB.,141,76
2012-07-27,FarmersClassic,ATP250,Hard,2ndRound,MayerL.,CipollaF.,64,93
2012-07-27,FarmersClassic,ATP250,Hard,2ndRound,RamR.,CapdevilleP.,117,139
2012-07-28,FarmersClassic,ATP250,Hard,2ndRound,QuerreyS.,SijslingI.,57,102
2012-07-28,FarmersClassic,ATP250,Hard,2ndRound,BerankisR.,AndreevI.,141,89
2012-07-28,FarmersClassic,ATP250,Hard,2ndRound,MatosevicM.,KamkeT.,81,108
2012-07-28,FarmersClassic,ATP250,Hard,2ndRound,MalisseX.,EbdenM.,72,78
2012-07-28,FarmersClassic,ATP250,Hard,2ndRound,MahutN.,LorenziP.,66,91
2012-07-29,FarmersClassic,ATP250,Hard,2ndRound,RussellM.,PaireB.,83,50
2012-07-29,FarmersClassic,ATP250,Hard,Quarterfinals,BerankisR.,MahutN.,141,66
2012-07-29,FarmersClassic,ATP250,Hard,Quarterfinals,RamR.,MayerL.,117,64
2012-07-30,FarmersClassic,ATP250,Hard,Quarterfinals,MatosevicM.,RussellM.,81,83
2012-07-30,FarmersClassic,ATP250,Hard,Quarterfinals,QuerreyS.,MalisseX.,57,72
2012-07-30,FarmersClassic,ATP250,Hard,Semifinals,BerankisR.,MatosevicM.,141,81
2012-07-31,FarmersClassic,ATP250,Hard,Semifinals,QuerreyS.,RamR.,57,117
2012-07-31,FarmersClassic,ATP250,Hard,TheFinal,QuerreyS.,BerankisR.,57,141
2012-08-01,CitiOpen,ATP500,Hard,1stRound,MayerL.,GarciaLopezG.,63,71
2012-08-01,CitiOpen,ATP500,Hard,1stRound,SerraF.,BakerB.,132,78
2012-08-02,CitiOpen,ATP500,Hard,1stRound,BlakeJ.,AndujarP.,116,39
2012-08-02,CitiOpen,ATP500,Hard,1stRound,ChardyJ.,RogerVasselinE.,47,100
2012-08-02,CitiOpen,ATP500,Hard,1stRound,DolgopolovO.,CipollaF.,25,96
2012-08-02,CitiOpen,ATP500,Hard,1stRound,ChiudinelliM.,ZeballosH.,149,110
2012-08-02,CitiOpen,ATP500,Hard,1stRound,RamirezHidalgoR.,EbdenM.,97,72
2012-08-02,CitiOpen,ATP500,Hard,1stRound,MalisseX.,MathieuP.H.,67,142
2012-08-02,CitiOpen,ATP500,Hard,1stRound,HaasT.,RussellM.,36,81
2012-08-03,CitiOpen,ATP500,Hard,1stRound,MatosevicM.,LevineJ.,64,89
2012-08-03,CitiOpen,ATP500,Hard,1stRound,KamkeT.,PaireB.,107,50
2012-08-03,CitiOpen,ATP500,Hard,1stRound,FishM.,PhauB.,15,77
2012-08-03,CitiOpen,ATP500,Hard,1stRound,BeckerB.,JohnsonS.,105,360
2012-08-03,CitiOpen,ATP500,Hard,1stRound,AndersonK.,ZoppJ.,34,82
2012-08-03,CitiOpen,ATP500,Hard,1stRound,QuerreyS.,AndreevI.,38,92
2012-08-03,CitiOpen,ATP500,Hard,1stRound,BerankisR.,MahutN.,103,62
2012-08-03,CitiOpen,ATP500,Hard,2ndRound,KamkeT.,MatosevicM.,107,64
2012-08-03,CitiOpen,ATP500,Hard,2ndRound,HaasT.,MayerL.,36,63
2012-08-04,CitiOpen,ATP500,Hard,2ndRound,BlakeJ.,ChiudinelliM.,116,149
2012-08-04,CitiOpen,ATP500,Hard,2ndRound,DolgopolovO.,RamirezHidalgoR.,25,97
2012-08-04,CitiOpen,ATP500,Hard,2ndRound,AndersonK.,SerraF.,34,132
2012-08-04,CitiOpen,ATP500,Hard,2ndRound,QuerreyS.,BeckerB.,38,105
2012-08-05,CitiOpen,ATP500,Hard,2ndRound,FishM.,BerankisR.,15,103
2012-08-05,CitiOpen,ATP500,Hard,2ndRound,MalisseX.,ChardyJ.,67,47
2012-08-05,CitiOpen,ATP500,Hard,Quarterfinals,HaasT.,KamkeT.,36,107
2012-08-05,CitiOpen,ATP500,Hard,Quarterfinals,FishM.,MalisseX.,15,67
2012-08-05,CitiOpen,ATP500,Hard,Quarterfinals,QuerreyS.,AndersonK.,38,34
2012-08-06,CitiOpen,ATP500,Hard,Quarterfinals,DolgopolovO.,BlakeJ.,25,116
2012-08-06,CitiOpen,ATP500,Hard,Semifinals,HaasT.,FishM.,36,15
2012-08-07,CitiOpen,ATP500,Hard,Semifinals,DolgopolovO.,QuerreyS.,25,38
2012-08-07,CitiOpen,ATP500,Hard,TheFinal,DolgopolovO.,HaasT.,25,36
2012-08-08,RogersMasters,Masters1000,Hard,1stRound,ChardyJ.,YoungD.,47,84
2012-08-08,RogersMasters,Masters1000,Hard,1stRound,TroickiV.,BogomolovA.,33,58
2012-08-08,RogersMasters,Masters1000,Hard,1stRound,TomicB.,BerrerM.,49,131
2012-08-08,RogersMasters,Masters1000,Hard,1stRound,AndujarP.,LackoL.,44,56
2012-08-08,RogersMasters,Masters1000,Hard,1stRound,EbdenM.,PolanskyP.,80,157
2012-08-08,RogersMasters,Masters1000,Hard,1stRound,CipollaF.,ZoppJ.,97,82
2012-08-09,RogersMasters,Masters1000,Hard,1stRound,PospisilV.,SeppiA.,104,26
2012-08-09,RogersMasters,Masters1000,Hard,1stRound,BaghdatisM.,BerlocqC.,45,37
2012-08-09,RogersMasters,Masters1000,Hard,1stRound,KukushkinM.,DancevicF.,69,123
2012-08-09,RogersMasters,Masters1000,Hard,1stRound,QuerreyS.,MelzerJ.,35,36
2012-08-09,RogersMasters,Masters1000,Hard,1stRound,GranollersM.,StakhovskyS.,27,99
2012-08-09,RogersMasters,Masters1000,Hard,1stRound,StepanekR.,DolgopolovO.,40,16
2012-08-09,RogersMasters,Masters1000,Hard,1stRound,YouzhnyM.,AndersonK.,30,32
2012-08-09,RogersMasters,Masters1000,Hard,1stRound,FogniniF.,LuY.H.,66,70
2012-08-09,RogersMasters,Masters1000,Hard,1stRound,HaasT.,NalbandianD.,25,38
2012-08-09,RogersMasters,Masters1000,Hard,1stRound,BenneteauJ.,OdesnikW.,31,133
2012-08-09,RogersMasters,Masters1000,Hard,2ndRound,FishM.,EbdenM.,13,80
2012-08-09,RogersMasters,Masters1000,Hard,2ndRound,MonacoJ.,PospisilV.,10,104
2012-08-10,RogersMasters,Masters1000,Hard,2ndRound,RaonicM.,TroickiV.,24,33
2012-08-10,RogersMasters,Masters1000,Hard,2ndRound,IsnerJ.,AndujarP.,12,44
2012-08-10,RogersMasters,Masters1000,Hard,2ndRound,CilicM.,BaghdatisM.,15,45
2012-08-10,RogersMasters,Masters1000,Hard,2ndRound,GranollersM.,MayerF.,27,23
2012-08-10,RogersMasters,Masters1000,Hard,2ndRound,StepanekR.,DelPotroJ.M.,40,8
2012-08-10,RogersMasters,Masters1000,Hard,2ndRound,TipsarevicJ.,YouzhnyM.,9,30
2012-08-10,RogersMasters,Masters1000,Hard,2ndRound,GasquetR.,KukushkinM.,21,69
2012-08-10,RogersMasters,Masters1000,Hard,2ndRound,KohlschreiberP.,FogniniF.,18,66
2012-08-10,RogersMasters,Masters1000,Hard,2ndRound,BerdychT.,BenneteauJ.,7,31
2012-08-10,RogersMasters,Masters1000,Hard,2ndRound,ChardyJ.,TsongaJ.W.,47,6
2012-08-10,RogersMasters,Masters1000,Hard,2ndRound,MurrayA.,CipollaF.,4,97
2012-08-10,RogersMasters,Masters1000,Hard,2ndRound,HaasT.,SimonG.,25,14
2012-08-10,RogersMasters,Masters1000,Hard,2ndRound,QuerreyS.,NishikoriK.,35,17
2012-08-11,RogersMasters,Masters1000,Hard,2ndRound,DjokovicN.,TomicB.,2,49
2012-08-11,RogersMasters,Masters1000,Hard,3rdRound,RaonicM.,MurrayA.,24,4
2012-08-12,RogersMasters,Masters1000,Hard,3rdRound,GasquetR.,BerdychT.,21,7
2012-08-12,RogersMasters,Masters1000,Hard,3rdRound,FishM.,MonacoJ.,13,10
2012-08-12,RogersMasters,Masters1000,Hard,3rdRound,TipsarevicJ.,CilicM.,9,15
2012-08-12,RogersMasters,Masters1000,Hard,3rdRound,GranollersM.,ChardyJ.,27,47
2012-08-12,RogersMasters,Masters1000,Hard,3rdRound,DjokovicN.,QuerreyS.,2,35
2012-08-12,RogersMasters,Masters1000,Hard,3rdRound,HaasT.,StepanekR.,25,40
2012-08-12,RogersMasters,Masters1000,Hard,3rdRound,IsnerJ.,KohlschreiberP.,12,18
2012-08-13,RogersMasters,Masters1000,Hard,Quarterfinals,GasquetR.,FishM.,21,13
2012-08-13,RogersMasters,Masters1000,Hard,Quarterfinals,TipsarevicJ.,GranollersM.,9,27
2012-08-13,RogersMasters,Masters1000,Hard,Quarterfinals,DjokovicN.,HaasT.,2,25
2012-08-13,RogersMasters,Masters1000,Hard,Quarterfinals,IsnerJ.,RaonicM.,12,24
2012-08-13,RogersMasters,Masters1000,Hard,Semifinals,GasquetR.,IsnerJ.,21,12
2012-08-14,RogersMasters,Masters1000,Hard,Semifinals,DjokovicN.,TipsarevicJ.,2,9
2012-08-15,RogersMasters,Masters1000,Hard,TheFinal,DjokovicN.,GasquetR.,2,21
2012-08-14,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,TomicB.,HarrisonR.,49,58
2012-08-15,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,BlakeJ.,AndersonK.,106,34
2012-08-15,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,DavydenkoN.,DolgopolovO.,50,16
2012-08-15,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,SeppiA.,HaaseR.,27,44
2012-08-15,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,CilicM.,StakhovskyS.,15,102
2012-08-15,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,LevineJ.,YoungD.,88,80
2012-08-15,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,LuY.H.,KubotL.,74,72
2012-08-15,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,BakerB.,KohlschreiberP.,78,17
2012-08-15,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,AndujarP.,MatosevicM.,40,64
2012-08-15,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,TroickiV.,DodigI.,32,116
2012-08-15,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,MayerF.,FogniniF.,24,59
2012-08-15,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,IstominD.,BenneteauJ.,33,30
2012-08-16,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,WawrinkaS.,MathieuP.H.,26,132
2012-08-16,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,HewittL.,YouzhnyM.,134,28
2012-08-16,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,NishikoriK.,GranollersM.,18,25
2012-08-16,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,HaasT.,NalbandianD.,23,39
2012-08-16,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,BogomolovA.,NieminenJ.,62,41
2012-08-16,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,ChardyJ.,RoddickA.,38,21
2012-08-16,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,BerlocqC.,GiraldoS.,45,46
2012-08-16,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,QuerreyS.,MelzerJ.,29,36
2012-08-16,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,BaghdatisM.,FallaA.,42,54
2012-08-16,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,FishM.,LopezF.,20,31
2012-08-16,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,StepanekR.,RamosA.,37,47
2012-08-17,Western&SouthernFinancialGroupMasters,Masters1000,Hard,1stRound,RaonicM.,GasquetR.,19,13
2012-08-16,Western&SouthernFinancialGroupMasters,Masters1000,Hard,2ndRound,TomicB.,BakerB.,49,78
2012-08-17,Western&SouthernFinancialGroupMasters,Masters1000,Hard,2ndRound,BerdychT.,LuY.H.,7,74
2012-08-17,Western&SouthernFinancialGroupMasters,Masters1000,Hard,2ndRound,TroickiV.,HewittL.,32,134
2012-08-17,Western&SouthernFinancialGroupMasters,Masters1000,Hard,2ndRound,DavydenkoN.,MayerF.,50,24
2012-08-17,Western&SouthernFinancialGroupMasters,Masters1000,Hard,2ndRound,FishM.,BerlocqC.,20,45
2012-08-17,Western&SouthernFinancialGroupMasters,Masters1000,Hard,2ndRound,DelPotroJ.M.,HaasT.,9,23
2012-08-17,Western&SouthernFinancialGroupMasters,Masters1000,Hard,2ndRound,DjokovicN.,SeppiA.,2,27
2012-08-17,Western&SouthernFinancialGroupMasters,Masters1000,Hard,2ndRound,ChardyJ.,IstominD.,38,33
2012-08-17,Western&SouthernFinancialGroupMasters,Masters1000,Hard,2ndRound,CilicM.,LevineJ.,15,88
2012-08-17,Western&SouthernFinancialGroupMasters,Masters1000,Hard,2ndRound,NishikoriK.,BlakeJ.,18,106
2012-08-17,Western&SouthernFinancialGroupMasters,Masters1000,Hard,2ndRound,MurrayA.,QuerreyS.,4,29
2012-08-17,Western&SouthernFinancialGroupMasters,Masters1000,Hard,2ndRound,RaonicM.,BaghdatisM.,19,42
2012-08-17,Western&SouthernFinancialGroupMasters,Masters1000,Hard,2ndRound,StepanekR.,MonacoJ.,37,11
2012-08-17,Western&SouthernFinancialGroupMasters,Masters1000,Hard,2ndRound,AndujarP.,TipsarevicJ.,40,8
2012-08-18,Western&SouthernFinancialGroupMasters,Masters1000,Hard,2ndRound,FedererR.,BogomolovA.,1,62
2012-08-18,Western&SouthernFinancialGroupMasters,Masters1000,Hard,2ndRound,WawrinkaS.,FerrerD.,26,5
2012-08-18,Western&SouthernFinancialGroupMasters,Masters1000,Hard,3rdRound,DelPotroJ.M.,TroickiV.,9,32
2012-08-18,Western&SouthernFinancialGroupMasters,Masters1000,Hard,3rdRound,FishM.,StepanekR.,20,37
2012-08-18,Western&SouthernFinancialGroupMasters,Masters1000,Hard,3rdRound,ChardyJ.,MurrayA.,38,4
2012-08-18,Western&SouthernFinancialGroupMasters,Masters1000,Hard,3rdRound,CilicM.,AndujarP.,15,40
2012-08-18,Western&SouthernFinancialGroupMasters,Masters1000,Hard,3rdRound,FedererR.,TomicB.,1,49
2012-08-18,Western&SouthernFinancialGroupMasters,Masters1000,Hard,3rdRound,WawrinkaS.,NishikoriK.,26,18
2012-08-18,Western&SouthernFinancialGroupMasters,Masters1000,Hard,3rdRound,RaonicM.,BerdychT.,19,7
2012-08-19,Western&SouthernFinancialGroupMasters,Masters1000,Hard,3rdRound,DjokovicN.,DavydenkoN.,2,50
2012-08-19,Western&SouthernFinancialGroupMasters,Masters1000,Hard,Quarterfinals,DelPotroJ.M.,ChardyJ.,9,38
2012-08-19,Western&SouthernFinancialGroupMasters,Masters1000,Hard,Quarterfinals,DjokovicN.,CilicM.,2,15
2012-08-19,Western&SouthernFinancialGroupMasters,Masters1000,Hard,Quarterfinals,WawrinkaS.,RaonicM.,26,19
2012-08-20,Western&SouthernFinancialGroupMasters,Masters1000,Hard,Quarterfinals,FedererR.,FishM.,1,20
2012-08-20,Western&SouthernFinancialGroupMasters,Masters1000,Hard,Semifinals,DjokovicN.,DelPotroJ.M.,2,9
2012-08-20,Western&SouthernFinancialGroupMasters,Masters1000,Hard,Semifinals,FedererR.,WawrinkaS.,1,26
2012-08-21,Western&SouthernFinancialGroupMasters,Masters1000,Hard,TheFinal,FedererR.,DjokovicN.,1,2
2012-08-21,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,1stRound,DarcisS.,MalisseX.,72,74
2012-08-21,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,1stRound,GoffinD.,MahutN.,164,83
2012-08-21,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,1stRound,BogomolovA.,JaziriM.,33,102
2012-08-21,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,1stRound,GiraldoS.,RogerVasselinE.,65,92
2012-08-22,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,1stRound,BlakeJ.,RamosA.,57,64
2012-08-22,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,1stRound,HarrisonR.,SoedaG.,94,81
2012-08-22,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,1stRound,BellucciT.,BaghdatisM.,38,44
2012-08-22,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,1stRound,KlizanM.,PaireB.,119,98
2012-08-22,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,1stRound,LuY.H.,LackoL.,62,67
2012-08-22,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,1stRound,KubotL.,RobredoT.,58,130
2012-08-22,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,1stRound,BeckerB.,ItoT.,346,106
2012-08-22,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,1stRound,MccluneM.,FallaA.,416,59
2012-08-22,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,1stRound,YoungD.,MayerL.,40,80
2012-08-22,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,1stRound,StakhovskyS.,MullerG.,66,70
2012-08-22,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,1stRound,GulbisE.,BerlocqC.,68,42
2012-08-22,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,1stRound,HaaseR.,DavydenkoN.,54,49
2012-08-22,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,2ndRound,GoffinD.,TroickiV.,164,24
2012-08-23,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,2ndRound,RoddickA.,BlakeJ.,17,57
2012-08-23,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,2ndRound,DolgopolovO.,LuY.H.,19,62
2012-08-23,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,2ndRound,LopezF.,YoungD.,15,40
2012-08-23,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,2ndRound,KubotL.,BenneteauJ.,58,34
2012-08-23,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,2ndRound,MelzerJ.,MccluneM.,37,416
2012-08-23,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,2ndRound,QuerreyS.,GiraldoS.,85,65
2012-08-23,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,2ndRound,DarcisS.,IstominD.,72,61
2012-08-23,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,2ndRound,BerdychT.,BogomolovA.,7,33
2012-08-23,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,2ndRound,NieminenJ.,BeckerB.,46,346
2012-08-23,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,2ndRound,NalbandianD.,HaaseR.,84,54
2012-08-23,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,2ndRound,IsnerJ.,KlizanM.,14,119
2012-08-23,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,2ndRound,StakhovskyS.,AndujarP.,66,48
2012-08-23,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,2ndRound,GulbisE.,AndersonK.,68,35
2012-08-24,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,2ndRound,TsongaJ.W.,BellucciT.,6,38
2012-08-24,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,2ndRound,GranollersM.,HarrisonR.,25,94
2012-08-24,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,3rdRound,QuerreyS.,LopezF.,85,15
2012-08-24,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,3rdRound,DarcisS.,RoddickA.,72,17
2012-08-24,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,3rdRound,DolgopolovO.,NalbandianD.,19,84
2012-08-24,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,3rdRound,BerdychT.,NieminenJ.,7,46
2012-08-24,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,3rdRound,GoffinD.,KubotL.,164,58
2012-08-24,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,3rdRound,TsongaJ.W.,StakhovskyS.,6,66
2012-08-25,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,3rdRound,GranollersM.,GulbisE.,25,68
2012-08-25,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,3rdRound,IsnerJ.,MelzerJ.,14,37
2012-08-25,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,Quarterfinals,BerdychT.,DarcisS.,7,72
2012-08-25,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,Quarterfinals,QuerreyS.,DolgopolovO.,85,19
2012-08-25,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,Quarterfinals,TsongaJ.W.,GranollersM.,6,25
2012-08-26,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,Quarterfinals,IsnerJ.,GoffinD.,14,164
2012-08-26,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,Semifinals,IsnerJ.,TsongaJ.W.,14,6
2012-08-26,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,Semifinals,BerdychT.,QuerreyS.,7,85
2012-08-27,WinstonSalemOpenatWakeForestUniversity,ATP250,Hard,TheFinal,IsnerJ.,BerdychT.,14,7
2012-08-29,USOpen,GrandSlam,Hard,1stRound,NishikoriK.,AndreozziG.,18,222
2012-08-29,USOpen,GrandSlam,Hard,1stRound,GranollersM.,KudlaD.,24,161
2012-08-29,USOpen,GrandSlam,Hard,1stRound,SmyczekT.,ReynoldsB.,179,151
2012-08-29,USOpen,GrandSlam,Hard,1stRound,BlakeJ.,LackoL.,114,54
2012-08-29,USOpen,GrandSlam,Hard,1stRound,DodigI.,MoriyaH.,118,231
2012-08-29,USOpen,GrandSlam,Hard,1stRound,MurrayA.,BogomolovA.,4,73
2012-08-29,USOpen,GrandSlam,Hard,1stRound,SockJ.,MayerF.,243,23
2012-08-29,USOpen,GrandSlam,Hard,1stRound,DavydenkoN.,PellaG.,47,152
2012-08-29,USOpen,GrandSlam,Hard,1stRound,RamosA.,GinepriR.,50,234
2012-08-29,USOpen,GrandSlam,Hard,1stRound,MathieuP.H.,AndreevI.,128,100
2012-08-29,USOpen,GrandSlam,Hard,1stRound,CipollaF.,KavcicB.,87,77
2012-08-29,USOpen,GrandSlam,Hard,1stRound,EbdenM.,ItoT.,71,67
2012-08-29,USOpen,GrandSlam,Hard,1stRound,ChardyJ.,VolandriF.,32,72
2012-08-29,USOpen,GrandSlam,Hard,1stRound,BrandsD.,UngurA.,123,110
2012-08-29,USOpen,GrandSlam,Hard,1stRound,FishM.,SoedaG.,25,55
2012-08-29,USOpen,GrandSlam,Hard,1stRound,PhauB.,AuthomM.,83,192
2012-08-29,USOpen,GrandSlam,Hard,1stRound,VerdascoF.,MachadoR.,26,131
2012-08-30,USOpen,GrandSlam,Hard,1stRound,SimonG.,RussellM.,17,107
2012-08-30,USOpen,GrandSlam,Hard,1stRound,CilicM.,MatosevicM.,13,62
2012-08-30,USOpen,GrandSlam,Hard,1stRound,KlizanM.,FallaA.,52,51
2012-08-30,USOpen,GrandSlam,Hard,1stRound,ZoppJ.,IstominD.,80,33
2012-08-30,USOpen,GrandSlam,Hard,1stRound,FedererR.,YoungD.,1,81
2012-08-30,USOpen,GrandSlam,Hard,1stRound,LopezF.,HaaseR.,31,48
2012-08-30,USOpen,GrandSlam,Hard,1stRound,RamirezHidalgoR.,DevvarmanS.,50,473
2012-08-30,USOpen,GrandSlam,Hard,1stRound,BerdychT.,GoffinD.,7,56
2012-08-30,USOpen,GrandSlam,Hard,1stRound,AndujarP.,BellucciT.,37,40
2012-08-30,USOpen,GrandSlam,Hard,1stRound,RaonicM.,GiraldoS.,16,46
2012-08-30,USOpen,GrandSlam,Hard,1stRound,WangJ.,KarlovicI.,182,75
2012-08-30,USOpen,GrandSlam,Hard,1stRound,AlmagroN.,StepanekR.,12,38
2012-08-30,USOpen,GrandSlam,Hard,1stRound,TsongaJ.W.,BeckK.,6,143
2012-08-30,USOpen,GrandSlam,Hard,1stRound,PetzschnerP.,MahutN.,106,60
2012-08-30,USOpen,GrandSlam,Hard,1stRound,DarcisS.,JaziriM.,74,89
2012-08-30,USOpen,GrandSlam,Hard,1stRound,RoddickA.,WilliamsR.,22,289
2012-08-30,USOpen,GrandSlam,Hard,1stRound,QuerreyS.,LuY.H.,28,64
2012-08-30,USOpen,GrandSlam,Hard,1stRound,NovikovD.,JanowiczJ.,1098,86
2012-08-30,USOpen,GrandSlam,Hard,1stRound,WawrinkaS.,StakhovskyS.,19,98
2012-08-30,USOpen,GrandSlam,Hard,1stRound,GarciaLopezG.,MonacoJ.,68,11
2012-08-30,USOpen,GrandSlam,Hard,1stRound,FogniniF.,RogerVasselinE.,59,104
2012-08-30,USOpen,GrandSlam,Hard,1stRound,BenneteauJ.,RochusO.,35,105
2012-08-30,USOpen,GrandSlam,Hard,1stRound,BaghdatisM.,BachingerM.,39,115
2012-08-30,USOpen,GrandSlam,Hard,1stRound,DutraSilvaR.,GabashviliT.,112,174
2012-08-30,USOpen,GrandSlam,Hard,1stRound,TomicB.,BerlocqC.,43,44
2012-08-31,USOpen,GrandSlam,Hard,1stRound,DolgopolovO.,LevineJ.,15,76
2012-08-31,USOpen,GrandSlam,Hard,1stRound,DjokovicN.,LorenziP.,2,69
2012-08-31,USOpen,GrandSlam,Hard,1stRound,SijslingI.,GimenoTraverD.,78,96
2012-08-31,USOpen,GrandSlam,Hard,1stRound,StebeC.M.,TroickiV.,97,30
2012-08-31,USOpen,GrandSlam,Hard,1stRound,MullerG.,YouzhnyM.,53,29
