背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,team,year
59,矢地　健人,3.86,9,0,0,0,1,.000,45,11.2,9,2,1,1,9,5,5,0.86,4.32,中日,2013
14,朝倉　健太,9.72,3,0,1,0,0,.000,44,8.1,15,1,5,0,6,10,9,2.40,5.04,中日,2013
24,福谷　浩司,7.36,9,0,1,0,3,.000,36,7.1,8,1,7,0,4,6,6,2.05,6.26,中日,2013
12,清水　昭信,10.80,4,0,0,0,0,.000,17,3.1,3,0,2,3,2,4,4,1.50,6.42,中日,2013
16,小川　龍也,6.00,1,0,0,0,0,.000,14,3.0,3,1,2,1,0,2,2,1.67,10.45,中日,2013
51,川崎　貴弘,9.00,1,0,0,0,0,.000,6,1.0,1,0,2,0,1,1,1,3.00,7.12,中日,2013
18,伊藤　準規,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,2013
43,濱田　達郎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,2013
61,若松　駿太,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,2013
62,関　啓扶,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,2013
背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,中日,2013
29,小川　泰弘,2.93,26,16,4,0,0,.800,722,178.0,155,9,45,2,135,63,58,1.12,3.04,ヤクルト,2013
70,八木　亮祐,4.44,26,5,13,0,0,.278,667,152.0,169,18,59,2,122,77,75,1.50,4.22,ヤクルト,2013
19,石川　雅規,3.52,24,6,9,0,0,.400,623,148.1,149,15,33,6,85,73,58,1.23,4.06,ヤクルト,2013
15,村中　恭兵,5.00,25,5,9,0,0,.357,520,111.2,139,12,55,8,65,65,62,1.74,5.02,ヤクルト,2013
16,木谷　良平,4.00,28,3,3,0,2,.500,333,78.2,77,5,24,3,55,36,35,1.28,3.54,ヤクルト,2013
21,松岡　健一,5.73,34,3,3,0,0,.500,299,66.0,73,12,26,3,64,48,42,1.50,4.86,ヤクルト,2013
53,ロマン,4.24,30,3,6,1,4,.333,290,63.2,68,4,27,7,44,35,30,1.49,4.06,ヤクルト,2013
20,山本　哲哉,2.87,64,1,3,11,25,.250,250,59.2,57,8,17,2,38,24,19,1.24,4.49,ヤクルト,2013
12,石山　泰稚,2.78,60,3,3,10,21,.500,263,58.1,58,6,30,1,59,21,18,1.51,3.87,ヤクルト,2013
34,バーネット,6.02,47,1,8,7,14,.111,176,40.1,36,4,19,2,62,29,27,1.36,2.75,ヤクルト,2013
47,赤川　克紀,6.98,9,0,5,0,0,.000,186,40.0,44,5,23,3,26,33,31,1.68,5.40,ヤクルト,2013
42,七條　祐樹,4.04,30,0,1,1,2,.000,149,35.2,34,6,10,1,30,16,16,1.23,4.55,ヤクルト,2013
65,押本　健彦,4.94,26,2,4,0,1,.333,140,31.0,36,1,13,1,19,19,17,1.58,3.67,ヤクルト,2013
40,古野　正人,4.65,10,1,2,0,1,.333,135,31.0,31,5,18,1,15,17,16,1.58,5.99,ヤクルト,2013
26,久古　健太郎,2.76,38,2,1,0,9,.667,120,29.1,28,6,3,2,33,10,9,1.06,4.04,ヤクルト,2013
43,江村　将也,5.40,31,3,0,0,4,1.000,122,26.2,33,5,11,2,24,18,16,1.65,5.22,ヤクルト,2013
17,ラルー,9.00,5,0,2,0,0,.000,115,22.0,37,1,11,1,14,26,22,2.18,4.07,ヤクルト,2013
58,阿部　健太,4.50,18,1,0,0,3,1.000,83,20.0,19,3,5,0,18,10,10,1.20,4.02,ヤクルト,2013
51,藤田　太陽,1.93,20,0,0,1,1,.000,78,18.2,13,3,6,3,6,5,4,1.02,6.01,ヤクルト,2013
61,正田　樹,2.87,15,1,1,0,1,.500,63,15.2,16,2,1,2,10,6,5,1.09,4.08,ヤクルト,2013
14,中澤　雅人,7.94,3,0,2,0,0,.000,63,11.1,19,4,11,0,8,13,10,2.65,9.21,ヤクルト,2013
25,館山　昌平,3.24,2,0,0,0,0,.000,37,8.1,9,0,3,1,6,4,3,1.44,3.12,ヤクルト,2013
67,平井　諒,1.42,7,1,1,0,0,.500,29,6.1,7,0,2,0,8,1,1,1.42,1.54,ヤクルト,2013
49,大場　達也,2.84,5,0,0,0,1,.000,33,6.1,3,0,10,0,6,5,2,2.05,5.96,ヤクルト,2013
22,増渕　竜義,6.75,5,0,0,0,0,.000,29,5.1,8,0,3,0,3,5,4,2.06,3.68,ヤクルト,2013
45,日高　亮,16.20,2,0,1,0,0,.000,10,1.2,3,0,2,0,1,3,3,3.00,5.52,ヤクルト,2013
44,松井　光介,72.00,2,0,0,0,0,.000,11,1.0,7,1,1,0,1,8,8,8.00,17.12,ヤクルト,2013
11,由規,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ヤクルト,2013
13,太田　裕哉,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ヤクルト,2013
35,田川　賢吾,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ヤクルト,2013
38,中根　佑二,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ヤクルト,2013
63,山本　斉,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ヤクルト,2013
66,フェルナンデス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ヤクルト,2013
91,金伏　ウーゴ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ヤクルト,2013
背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,ヤクルト,2013
50,攝津　正,3.05,25,15,8,0,0,.652,662,162.1,138,11,42,8,146,68,55,1.11,3.13,ソフトバンク,2013
47,帆足　和幸,4.58,19,8,7,0,0,.533,413,98.1,98,5,40,6,46,50,50,1.40,4.25,ソフトバンク,2013
30,武田　翔太,3.48,17,4,4,0,0,.500,415,93.0,79,3,68,6,56,38,36,1.58,4.72,ソフトバンク,2013
11,寺原　隼人,4.65,16,4,7,0,0,.364,398,93.0,97,9,30,1,56,51,48,1.37,4.17,ソフトバンク,2013
21,岩嵜　翔,4.33,47,1,4,2,14,.200,297,68.2,79,9,14,3,54,39,33,1.35,3.99,ソフトバンク,2013
42,パディーヤ,3.84,16,3,6,0,3,.333,245,58.2,50,3,17,7,40,29,25,1.14,3.65,ソフトバンク,2013
41,千賀　滉大,2.40,51,1,4,1,17,.200,232,56.1,32,1,26,1,85,16,15,1.03,1.77,ソフトバンク,2013
57,嘉弥真　新也,2.32,40,3,1,0,4,.750,215,54.1,38,0,16,2,50,17,14,0.99,2.27,ソフトバンク,2013
53,五十嵐　亮太,2.53,51,3,3,12,11,.500,214,53.1,38,1,18,1,58,17,15,1.05,2.26,ソフトバンク,2013
19,森福　允彦,2.58,57,3,2,0,15,.600,207,52.1,37,3,10,4,51,15,15,0.90,2.72,ソフトバンク,2013
17,大場　翔太,5.26,11,2,4,0,0,.333,224,51.1,45,2,24,4,29,33,30,1.34,4.13,ソフトバンク,2013
28,大隣　憲司,3.38,7,3,3,0,0,.500,179,42.2,42,3,10,1,29,19,16,1.22,3.45,ソフトバンク,2013
54,柳瀬　明宏,1.52,44,4,0,1,11,1.000,163,41.1,31,1,11,1,36,7,7,1.02,2.56,ソフトバンク,2013
25,ファルケンボーグ,2.04,41,0,4,10,9,.000,153,39.2,17,4,16,3,49,10,9,0.83,3.40,ソフトバンク,2013
14,オセゲラ,2.00,6,3,1,0,0,.750,149,36.0,29,1,15,1,23,8,8,1.22,3.54,ソフトバンク,2013
34,山田　大樹,4.58,9,3,3,0,0,.500,164,35.1,42,2,20,1,17,19,18,1.75,4.68,ソフトバンク,2013
61,金　無英,3.48,23,0,1,0,0,.000,130,31.0,28,2,16,0,27,12,12,1.42,3.77,ソフトバンク,2013
39,山中　浩史,5.52,17,0,2,0,1,.000,136,29.1,43,1,12,0,11,19,18,1.88,4.04,ソフトバンク,2013
40,藤岡　好明,2.51,32,4,0,0,6,1.000,121,28.2,29,0,12,1,15,9,8,1.43,3.43,ソフトバンク,2013
16,東浜　巨,2.83,5,3,1,0,0,.750,120,28.2,27,4,9,1,25,15,9,1.26,4.24,ソフトバンク,2013
00,江尻　慎太郎,3.38,23,1,1,0,2,.500,100,24.0,28,1,5,0,18,9,9,1.38,2.79,ソフトバンク,2013
51,金澤　健人,3.13,27,2,0,0,3,1.000,101,23.0,19,2,12,0,12,9,8,1.35,4.77,ソフトバンク,2013
18,新垣　渚,5.56,5,1,1,0,0,.500,106,22.2,28,7,12,2,13,14,14,1.76,7.84,ソフトバンク,2013
20,巽　真悟,4.58,6,0,1,0,0,.000,87,19.2,20,1,8,2,18,10,10,1.42,3.48,ソフトバンク,2013
56,星野　大地,5.79,7,0,0,0,0,.000,41,9.1,10,1,5,3,5,6,6,1.61,6.01,ソフトバンク,2013
13,二保　旭,6.00,5,0,0,0,0,.000,43,9.0,11,0,6,1,3,6,6,1.89,4.79,ソフトバンク,2013
62,有馬　翔,7.50,3,0,0,0,0,.000,36,6.0,11,1,9,1,3,5,5,3.33,9.29,ソフトバンク,2013
26,川原　弘之,9.00,1,0,0,0,0,.000,12,3.0,1,1,2,0,1,3,3,1.00,8.79,ソフトバンク,2013
38,山本　省吾,10.80,2,0,0,0,0,.000,10,1.2,3,2,2,0,1,2,2,3.00,21.12,ソフトバンク,2013
33,吉本　祥二,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2013
48,吉野　誠,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2013
48,甲藤　啓介,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2013
49,伊藤　祐介,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2013
59,南　貴樹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2013
63,笠原　大芽,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2013
67,坂田　将人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2013
91,陽　耀勲,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2013
背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,ソフトバンク,2013
11,岸　孝之,3.08,26,11,5,0,0,.688,716,178.1,155,17,31,6,138,63,61,1.04,3.42,西武,2013
35,牧田　和久,2.60,26,8,9,0,0,.471,690,166.0,169,13,39,9,87,54,48,1.25,3.94,西武,2013
21,十亀　剣,3.45,28,8,8,0,1,.500,688,164.1,158,12,44,9,122,68,63,1.23,3.53,西武,2013
20,野上　亮磨,3.95,30,11,7,0,1,.611,643,152.2,141,17,41,8,93,71,67,1.19,4.29,西武,2013
17,菊池　雄星,1.92,17,9,4,0,0,.692,441,108.0,79,5,44,3,92,28,23,1.14,3.32,西武,2013
18,涌井　秀章,3.90,45,5,7,7,13,.417,398,92.1,89,4,29,8,79,51,40,1.28,3.14,西武,2013
30,岡本　洋介,3.84,32,4,4,0,6,.500,333,77.1,83,5,24,5,55,35,33,1.38,3.66,西武,2013
26,サファテ,1.87,58,9,1,10,16,.900,229,57.2,29,4,24,4,66,13,12,0.92,3.14,西武,2013
14,増田　達至,3.76,42,5,3,0,5,.625,237,52.2,60,3,19,1,44,25,22,1.50,3.21,西武,2013
54,ウィリアムス,1.89,47,1,2,3,21,.333,158,38.0,20,1,23,3,45,11,8,1.13,2.91,西武,2013
15,大石　達也,6.38,37,0,5,8,2,.000,166,36.2,43,7,12,1,44,28,26,1.50,4.10,西武,2013
43,高橋　朋己,3.38,24,1,0,0,10,1.000,77,18.2,10,1,11,1,28,7,7,1.13,2.75,西武,2013
22,岡本　篤志,4.50,20,0,1,0,6,.000,91,18.0,29,1,8,0,12,13,9,2.06,3.84,西武,2013
37,坂元　弥太郎,5.19,11,0,2,0,2,.000,77,17.1,15,1,11,0,14,11,10,1.50,3.99,西武,2013
40,山本　淳,2.25,12,0,1,0,0,.000,74,16.0,21,1,7,2,10,5,4,1.75,4.37,西武,2013
34,長田　秀一郎,5.28,16,0,2,0,3,.000,69,15.1,17,1,4,1,12,9,9,1.37,3.38,西武,2013
48,武隈　祥太,3.29,9,1,1,0,1,.500,54,13.2,10,3,6,0,4,5,5,1.17,6.71,西武,2013
29,小石　博孝,10.66,11,0,0,0,1,.000,63,12.2,18,1,8,1,12,15,15,2.05,4.38,西武,2013
12,岩尾　利弘,9.49,10,1,0,0,1,1.000,64,12.1,16,2,10,0,3,13,13,2.11,6.93,西武,2013
13,西口　文也,8.44,4,0,2,0,0,.000,58,10.2,18,2,9,0,7,10,10,2.53,6.78,西武,2013
57,松下　建太,3.48,9,0,1,1,0,.000,44,10.1,11,0,2,2,7,4,4,1.26,2.93,西武,2013
46,中崎　雄太,9.31,7,0,0,0,0,.000,53,9.2,19,2,5,0,3,12,10,2.48,6.43,西武,2013
16,石井　一久,6.75,7,0,1,0,3,.000,25,5.1,5,2,4,0,5,4,4,1.69,8.37,西武,2013
44,川崎　雄介,5.79,8,0,0,0,0,.000,20,4.2,5,0,3,0,0,3,3,1.71,5.05,西武,2013
28,藤原　良平,18.00,2,0,0,0,0,.000,10,2.0,3,1,1,1,2,4,4,2.00,10.62,西武,2013
23,平野　将光,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2013
38,松永　浩典,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2013
50,シコースキー,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2013
63,佐藤　勇,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2013
66,田中　靖洋,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2013
68,宮田　和希,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2013
71,相内　誠,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2013
背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,西武,2013
18,田中　将大,1.27,28,24,0,1,0,1.000,822,212.0,168,6,32,3,183,35,30,0.94,2.26,楽天,2013
14,則本　昂大,3.34,27,15,8,0,0,.652,695,170.0,142,14,51,6,134,65,63,1.14,3.60,楽天,2013
31,美馬　学,4.12,18,6,5,0,0,.545,430,98.1,118,11,31,8,63,46,45,1.52,4.48,楽天,2013
69,ダックワース,4.31,18,5,5,0,0,.500,392,87.2,91,9,37,6,64,46,42,1.46,4.47,楽天,2013
22,戸村　健次,3.33,12,4,2,0,0,.667,284,67.2,63,4,28,3,22,27,25,1.34,4.61,楽天,2013
41,青山　浩二,3.43,60,3,5,11,17,.375,263,60.1,61,6,20,1,60,24,23,1.34,3.37,楽天,2013
58,辛島　航,4.42,11,3,4,0,1,.429,247,59.0,63,6,19,0,45,31,29,1.39,3.88,楽天,2013
30,永井　怜,3.46,10,2,4,0,0,.333,229,54.2,47,6,15,2,31,22,21,1.13,4.35,楽天,2013
57,小山　伸一郎,3.94,45,1,4,0,16,.200,197,45.2,40,6,20,4,42,22,20,1.31,4.50,楽天,2013
90,宮川　将,2.45,17,2,0,0,0,1.000,177,40.1,41,5,21,0,33,11,11,1.54,4.66,楽天,2013
17,ラズナー,3.35,37,1,2,17,3,.333,149,37.2,31,1,11,0,40,14,14,1.12,2.22,楽天,2013
53,ハウザー,6.03,22,2,2,0,3,.500,172,37.1,42,4,19,3,32,29,25,1.63,4.57,楽天,2013
28,片山　博視,3.03,31,3,1,0,2,.750,160,35.2,38,1,16,2,22,12,12,1.51,3.76,楽天,2013
64,福山　博之,4.41,22,0,0,0,1,.000,145,34.2,34,1,10,0,20,17,17,1.27,3.21,楽天,2013
20,長谷部　康平,1.83,24,1,1,3,10,.500,135,34.1,24,1,10,2,31,7,7,0.99,2.74,楽天,2013
26,金刃　憲人,1.85,39,1,0,0,9,1.000,129,34.0,30,1,6,0,25,8,7,1.06,2.47,楽天,2013
59,菊池　保則,6.48,14,1,5,0,0,.167,158,33.1,38,3,23,1,22,28,24,1.83,5.13,楽天,2013
45,川井　貴志,3.00,6,3,2,0,0,.600,122,30.0,33,3,5,0,13,10,10,1.27,4.05,楽天,2013
44,斎藤　隆,2.36,30,3,0,4,4,1.000,111,26.2,25,1,10,1,25,7,7,1.31,2.97,楽天,2013
42,レイ,3.26,5,0,1,0,0,.000,81,19.1,13,2,10,0,10,10,7,1.19,4.98,楽天,2013
21,釜田　佳直,12.51,8,1,2,0,0,.333,75,13.2,24,1,8,3,11,19,19,2.34,4.88,楽天,2013
61,上園　啓史,7.24,5,0,3,0,0,.000,62,13.2,16,1,5,1,11,11,11,1.54,3.78,楽天,2013
24,高堀　和也,6.39,14,1,0,0,1,1.000,61,12.2,14,2,7,2,5,9,9,1.66,6.28,楽天,2013
54,加藤　大輔,8.71,6,0,2,0,0,.000,58,10.1,17,4,10,1,4,13,10,2.61,10.57,楽天,2013
40,土屋　朋弘,5.68,5,0,0,0,0,.000,28,6.1,9,3,0,0,6,4,4,1.42,7.38,楽天,2013
00,星野　智樹,12.71,11,0,1,0,0,.000,32,5.2,8,1,6,1,4,10,8,2.47,7.71,楽天,2013
11,塩見　貴洋,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,楽天,2013
15,藤原　紘通,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,楽天,2013
16,森　雄大,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,楽天,2013
34,武藤　好貴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,楽天,2013
38,橋本　義隆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,楽天,2013
47,大塚　尚仁,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,楽天,2013
49,井上　雄介,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,楽天,2013
背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,楽天,2013
19,金子　千尋,2.01,29,15,8,0,0,.652,881,223.1,166,10,58,3,200,55,50,1.00,2.73,オリックス,2013
21,西　勇輝,3.63,28,9,8,0,0,.529,708,166.0,178,13,42,14,137,74,67,1.33,3.50,オリックス,2013
32,ディクソン,2.77,23,8,8,0,0,.500,551,130.0,128,7,47,4,88,48,40,1.35,3.64,オリックス,2013
47,海田　智行,3.91,35,2,5,0,5,.286,330,78.1,80,7,24,0,44,37,34,1.33,4.08,オリックス,2013
15,佐藤　達也,1.73,67,2,4,0,40,.333,313,78.0,46,5,41,0,88,15,15,1.12,3.27,オリックス,2013
91,マエストリ,5.40,24,7,5,0,0,.583,334,75.0,77,9,32,12,42,52,45,1.45,5.32,オリックス,2013
60,前田　祐二,2.68,21,3,4,0,1,.429,297,74.0,65,7,19,2,53,23,22,1.14,3.77,オリックス,2013
11,松葉　貴大,4.19,17,4,6,0,0,.400,316,73.0,65,5,35,2,44,35,34,1.37,4.33,オリックス,2013
16,平野　佳寿,1.87,60,2,5,31,9,.286,258,62.2,57,2,14,1,71,16,13,1.13,1.99,オリックス,2013
35,比嘉　幹貴,2.12,59,4,3,0,11,.571,235,59.1,52,4,11,1,54,15,14,1.06,2.78,オリックス,2013
29,井川　慶,2.59,9,3,3,0,0,.500,205,48.2,48,2,15,2,41,15,14,1.29,3.02,オリックス,2013
18,岸田　護,2.12,37,3,2,0,11,.600,191,46.2,43,3,7,0,53,16,11,1.07,2.13,オリックス,2013
28,小松　聖,4.35,27,0,0,0,1,.000,169,39.1,42,2,12,3,32,19,19,1.37,3.30,オリックス,2013
64,森本　将太,5.90,25,2,1,0,1,.667,144,29.0,34,0,22,2,25,20,19,1.93,3.88,オリックス,2013
17,東野　峻,7.17,6,1,3,0,0,.250,101,21.1,25,2,15,0,15,17,17,1.88,5.04,オリックス,2013
36,平井　正史,2.21,21,0,0,0,2,.000,96,20.1,26,0,7,2,19,5,5,1.62,2.58,オリックス,2013
34,中山　慎也,6.59,15,0,3,0,2,.000,71,13.2,19,4,9,2,10,11,10,2.05,7.88,オリックス,2013
27,八木　智哉,8.18,3,0,2,0,0,.000,51,11.0,15,3,4,0,8,11,10,1.73,6.30,オリックス,2013
13,桑原　謙太朗,6.23,6,0,0,0,0,.000,42,8.2,8,0,6,2,10,8,6,1.62,3.58,オリックス,2013
61,松本　幸大,11.25,12,0,2,0,0,.000,46,8.0,17,2,5,0,10,11,10,2.75,5.37,オリックス,2013
50,近藤　一樹,9.00,5,0,0,0,0,.000,36,8.0,13,2,1,0,6,8,8,1.75,5.25,オリックス,2013
58,戸田　亮,6.75,5,0,0,0,0,.000,26,5.1,9,0,2,0,3,5,4,2.06,3.12,オリックス,2013
20,馬原　孝浩,0.00,3,0,0,0,1,.000,10,3.0,0,0,1,0,4,0,0,0.33,1.45,オリックス,2013
14,古川　秀一,3.38,3,0,0,0,0,.000,11,2.2,3,0,0,0,2,1,1,1.13,1.62,オリックス,2013
40,ミルズ,10.13,1,0,1,0,0,.000,15,2.2,6,0,2,0,2,3,3,3.00,3.87,オリックス,2013
57,山田　修義,20.25,1,0,0,0,0,.000,8,1.1,4,0,0,0,1,3,3,3.00,1.62,オリックス,2013
39,鴨志田　貴司,27.00,2,1,0,0,0,1.000,7,1.0,1,0,3,0,1,3,3,4.00,10.12,オリックス,2013
00,ミンチェ,27.00,1,0,0,0,0,.000,7,1.0,3,0,1,0,0,3,3,4.00,6.12,オリックス,2013
42,シュルツ,0.00,1,0,0,0,0,.000,3,1.0,0,0,0,0,1,0,0,0.00,1.12,オリックス,2013
48,吉野　誠,-,1,0,0,0,0,.000,2,0.0,1,0,1,0,0,0,0,-,-,オリックス,2013
31,佐藤　峻一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,2013
48,甲藤　啓介,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,2013
54,高橋　秀聡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,2013
59,塚原　頌平,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,2013
65,ハモンド,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,2013
背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,オリックス,2013
34,吉川　光夫,3.31,26,7,15,0,0,.318,686,160.1,150,10,57,5,125,72,59,1.29,3.53,日ハム,2013
29,木佐貫　洋,3.66,24,9,8,0,0,.529,620,145.0,141,10,50,5,95,64,59,1.32,3.82,日ハム,2013
17,ウルフ,3.05,22,9,6,0,0,.600,550,130.0,134,6,32,5,60,50,44,1.28,3.65,日ハム,2013
38,武田　勝,3.91,22,8,7,0,0,.533,546,129.0,139,11,27,4,47,62,56,1.29,4.20,日ハム,2013
48,谷元　圭介,3.93,31,6,6,1,3,.500,388,89.1,92,10,38,2,53,45,39,1.46,4.66,日ハム,2013
33,矢貫　俊之,3.43,57,2,3,0,13,.400,279,65.2,61,2,27,2,59,30,25,1.34,3.04,日ハム,2013
19,増井　浩俊,3.71,66,4,4,4,28,.500,273,63.0,71,3,16,3,63,28,26,1.38,2.60,日ハム,2013
11,大谷　翔平,4.23,13,3,0,0,0,1.000,274,61.2,57,4,33,8,46,30,29,1.46,4.47,日ハム,2013
30,鍵谷　陽平,3.33,38,2,3,1,5,.400,231,54.0,41,4,33,1,42,21,20,1.37,4.42,日ハム,2013
21,武田　久,2.28,47,2,2,31,1,.500,227,47.1,64,3,16,3,28,13,12,1.69,3.77,日ハム,2013
25,宮西　尚生,1.74,57,3,1,0,30,.750,197,46.2,40,1,16,2,39,12,9,1.20,2.69,日ハム,2013
13,石井　裕也,2.74,51,4,6,0,17,.400,202,46.0,45,2,23,0,35,18,14,1.48,3.60,日ハム,2013
36,中村　勝,5.11,13,1,4,0,0,.200,192,44.0,46,3,25,3,18,25,25,1.61,5.10,日ハム,2013
31,ケッペル,6.14,8,2,5,0,0,.286,171,36.2,41,3,20,4,16,28,25,1.66,5.27,日ハム,2013
59,河野　秀数,2.23,33,0,2,0,11,.000,135,32.1,24,1,20,3,24,13,8,1.36,3.99,日ハム,2013
16,乾　真大,6.04,19,0,0,0,0,.000,132,28.1,36,2,13,1,22,19,19,1.73,3.97,日ハム,2013
65,多田野　数人,2.79,4,0,2,0,0,.000,81,19.1,11,3,11,1,6,8,6,1.14,6.22,日ハム,2013
35,榎下　陽大,3.65,9,1,0,0,0,1.000,47,12.1,8,1,2,1,9,5,5,0.81,3.44,日ハム,2013
67,トーマス,8.71,3,0,2,0,0,.000,53,10.1,13,0,9,1,6,14,10,2.13,4.86,日ハム,2013
14,大塚　豊,4.66,8,0,0,0,0,.000,42,9.2,11,1,4,0,5,5,5,1.55,4.67,日ハム,2013
47,森内　壽春,7.00,5,0,0,0,0,.000,47,9.0,13,3,6,0,6,9,7,2.11,8.12,日ハム,2013
32,根本　朋久,4.15,6,0,0,0,0,.000,37,8.2,7,3,5,1,3,4,4,1.38,9.00,日ハム,2013
62,モルケン,3.68,5,0,0,0,0,.000,34,7.1,9,1,2,1,5,4,3,1.50,4.76,日ハム,2013
57,屋宜　照悟,11.57,3,1,0,0,0,1.000,26,4.2,10,0,4,0,3,6,6,3.00,4.41,日ハム,2013
28,新垣　勇人,14.54,1,0,1,0,0,.000,24,4.1,10,2,0,0,3,7,7,2.31,7.74,日ハム,2013
15,榊原　諒,0.00,2,0,0,0,0,.000,17,4.0,4,0,2,0,2,3,0,1.50,3.62,日ハム,2013
18,斎藤　佑樹,13.50,1,0,1,0,0,.000,23,4.0,5,0,5,1,1,6,6,2.50,7.12,日ハム,2013
58,齊藤　勝,5.40,5,0,0,0,0,.000,15,3.1,1,0,4,0,3,3,2,1.50,4.92,日ハム,2013
20,糸数　敬作,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2013
43,若竹　竜士,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2013
46,植村　祐介,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2013
55,運天　ジョン・クレイトン,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2013
63,上沢　直之,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2013
背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,日ハム,2013
19,唐川　侑己,4.18,27,9,11,0,0,.450,728,168.0,185,12,46,3,80,85,78,1.38,3.94,ロッテ,2013
67,西野　勇士,3.80,24,9,6,0,0,.600,588,139.2,140,5,40,3,106,61,59,1.29,2.95,ロッテ,2013
18,藤岡　貴裕,3.95,39,6,10,0,3,.375,509,118.1,116,9,46,6,76,54,52,1.37,4.12,ロッテ,2013
