背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,team,year
68,山中　浩史,3.54,22,6,12,0,0,.333,578,140.0,140,17,20,9,54,56,55,1.14,4.51,ヤクルト,2016
19,石川　雅規,4.47,20,8,8,0,0,.500,500,116.2,126,15,33,2,52,59,58,1.36,4.77,ヤクルト,2016
34,デイビーズ,4.39,15,4,5,0,0,.444,361,82.0,84,14,31,4,64,44,40,1.40,5.02,ヤクルト,2016
17,成瀬　善久,5.60,22,3,2,0,0,.600,319,72.1,82,13,27,5,42,46,45,1.51,5.58,ヤクルト,2016
14,秋吉　亮,2.19,70,3,4,19,10,.429,279,70.0,50,6,15,6,68,17,17,0.93,3.06,ヤクルト,2016
43,村中　恭兵,3.90,52,7,3,0,6,.700,292,67.0,63,9,38,5,51,29,29,1.51,5.27,ヤクルト,2016
16,原　樹理,5.91,13,2,8,0,0,.200,298,67.0,80,4,25,5,33,45,44,1.57,4.25,ヤクルト,2016
53,ルーキ,3.06,69,6,6,0,33,.500,277,64.2,66,6,20,5,60,26,22,1.33,3.58,ヤクルト,2016
21,松岡　健一,3.74,53,2,1,0,4,.667,246,55.1,54,4,31,3,39,25,23,1.54,4.39,ヤクルト,2016
18,杉浦　稔大,7.14,17,3,2,0,0,.600,252,51.2,75,6,25,1,45,43,41,1.94,4.28,ヤクルト,2016
25,館山　昌平,7.24,10,1,4,0,1,.200,230,46.0,65,5,26,5,33,39,37,1.98,5.12,ヤクルト,2016
67,平井　諒,2.81,33,1,1,0,7,.500,132,32.0,27,2,10,0,24,12,10,1.16,3.37,ヤクルト,2016
66,新垣　渚,6.67,6,1,2,0,0,.333,136,29.2,33,4,15,2,23,22,22,1.62,5.04,ヤクルト,2016
58,オンドルセク,2.45,30,3,1,11,2,.750,121,29.1,23,0,11,0,29,10,8,1.16,2.17,ヤクルト,2016
26,久古　健太郎,4.44,39,0,0,1,3,.000,115,26.1,26,2,5,6,27,13,13,1.18,3.31,ヤクルト,2016
11,由規,4.56,5,2,3,0,0,.400,120,25.2,26,1,20,1,18,16,13,1.79,4.68,ヤクルト,2016
13,ペレス,8.02,19,2,2,0,1,.500,107,21.1,26,2,15,3,19,20,19,1.92,4.81,ヤクルト,2016
54,中澤　雅人,3.54,19,1,0,0,0,1.000,87,20.1,17,3,6,3,11,8,8,1.13,5.14,ヤクルト,2016
12,石山　泰稚,7.31,13,1,0,0,1,1.000,71,16.0,23,2,1,0,10,13,13,1.50,3.68,ヤクルト,2016
44,岩橋　慶侍,7.24,14,0,1,0,1,.000,64,13.2,14,2,9,0,10,12,11,1.68,5.32,ヤクルト,2016
40,古野　正人,9.45,6,0,2,0,0,.000,64,13.1,20,3,6,0,8,14,14,1.95,6.20,ヤクルト,2016
70,近藤　一樹,3.18,8,0,0,0,0,.000,54,11.1,14,0,6,2,10,5,4,1.76,3.21,ヤクルト,2016
32,風張　蓮,8.10,6,0,0,0,0,.000,53,10.0,18,2,5,0,10,9,9,2.30,5.22,ヤクルト,2016
45,土肥　寛昌,8.44,4,0,0,0,0,.000,28,5.1,8,0,4,1,5,5,5,2.25,4.06,ヤクルト,2016
62,徳山　武陽,12.46,3,0,0,0,0,.000,21,4.1,6,1,3,0,3,6,6,2.08,6.81,ヤクルト,2016
70,八木　亮祐,12.00,1,0,1,0,0,.000,19,3.0,6,0,3,0,6,4,4,3.00,2.12,ヤクルト,2016
22,竹下　真吾,13.50,1,0,0,0,0,.000,15,2.2,2,2,6,0,1,4,4,3.00,18.87,ヤクルト,2016
38,寺田　哲也,27.00,2,0,1,0,1,.000,15,2.0,4,0,5,1,0,6,6,4.50,12.12,ヤクルト,2016
64,木谷　良平,27.00,1,0,0,0,0,.000,5,0.2,2,0,1,0,1,2,2,4.50,4.62,ヤクルト,2016
20,山本　哲哉,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ヤクルト,2016
35,田川　賢吾,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ヤクルト,2016
39,中元　勇作,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ヤクルト,2016
47,高橋　奎二,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ヤクルト,2016
48,ジュリアス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ヤクルト,2016
61,児山　祐斗,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ヤクルト,2016
背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,ヤクルト,2016
30,武田　翔太,2.95,27,14,8,0,0,.636,769,183.0,163,12,70,5,144,71,60,1.27,3.63,ソフトバンク,2016
41,千賀　滉大,2.61,25,12,3,0,0,.800,681,169.0,125,16,53,6,181,52,49,1.05,3.26,ソフトバンク,2016
21,和田　毅,3.04,24,15,5,0,0,.750,662,163.0,138,22,38,5,157,58,55,1.08,3.74,ソフトバンク,2016
16,東浜　巨,3.00,23,9,6,0,0,.600,545,135.0,113,13,37,2,100,49,45,1.11,3.76,ソフトバンク,2016
11,中田　賢一,3.01,17,7,3,0,0,.700,377,89.2,64,9,49,5,67,31,30,1.26,4.74,ソフトバンク,2016
17,岩嵜　翔,1.95,35,4,2,1,9,.667,347,87.2,77,6,17,0,61,22,19,1.07,3.20,ソフトバンク,2016
44,バンデンハーク,3.84,13,7,3,0,0,.700,325,82.0,64,14,15,1,92,37,35,0.96,3.68,ソフトバンク,2016
58,サファテ,1.88,64,0,7,43,8,.000,237,62.1,40,4,11,0,73,15,13,0.82,2.09,ソフトバンク,2016
38,森　唯斗,2.98,56,4,3,1,14,.571,261,60.1,68,6,15,2,51,20,20,1.38,3.52,ソフトバンク,2016
90,スアレス,3.19,58,2,6,1,26,.250,223,53.2,49,5,18,1,64,21,19,1.25,2.84,ソフトバンク,2016
42,飯田　優也,3.29,30,1,0,0,4,1.000,174,41.0,36,3,14,1,35,15,15,1.22,3.46,ソフトバンク,2016
50,攝津　正,5.59,7,2,2,0,0,.500,164,37.0,42,3,13,3,21,24,23,1.49,4.34,ソフトバンク,2016
53,五十嵐　亮太,3.62,33,0,1,0,7,.000,123,27.1,23,3,14,4,27,11,11,1.35,4.44,ソフトバンク,2016
19,森福　允彦,2.00,50,2,1,0,16,.667,105,27.0,23,1,2,3,23,7,6,0.93,2.45,ソフトバンク,2016
48,岡本　健,2.57,13,0,0,0,0,.000,60,14.0,10,0,8,0,10,4,4,1.29,3.41,ソフトバンク,2016
34,山田　大樹,5.93,4,1,1,0,0,.500,63,13.2,17,1,8,1,9,9,9,1.83,4.73,ソフトバンク,2016
20,寺原　隼人,4.05,14,2,1,0,2,.667,62,13.1,18,2,5,0,10,6,6,1.73,4.70,ソフトバンク,2016
65,バリオス,7.82,11,0,2,0,3,.000,60,12.2,20,1,5,0,16,11,11,1.97,2.33,ソフトバンク,2016
57,嘉弥真　新也,8.59,5,0,0,0,0,.000,36,7.1,9,4,4,1,8,7,7,1.77,10.07,ソフトバンク,2016
28,大隣　憲司,1.50,1,1,0,0,0,1.000,25,6.0,4,0,2,2,4,1,1,1.00,3.79,ソフトバンク,2016
14,加治屋　蓮,4.50,2,0,0,0,0,.000,9,2.0,3,0,1,0,1,1,1,2.00,3.62,ソフトバンク,2016
54,柳瀬　明宏,4.50,2,0,0,0,0,.000,10,2.0,4,0,0,0,1,1,1,2.00,2.12,ソフトバンク,2016
18,松坂　大輔,18.00,1,0,0,0,0,.000,10,1.0,3,0,2,2,2,5,2,5.00,11.12,ソフトバンク,2016
66,松本　裕樹,9.00,1,0,0,0,0,.000,4,1.0,1,1,0,0,1,1,1,1.00,14.12,ソフトバンク,2016
13,二保　旭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2016
25,巽　真悟,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2016
29,石川　柊太,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2016
39,島袋　洋奨,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2016
40,小澤　怜史,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2016
47,髙橋　純平,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2016
49,坂田　将人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2016
56,星野　大地,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2016
63,笠原　大芽,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2016
67,笠谷　俊介,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ソフトバンク,2016
背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,ソフトバンク,2016
16,菊池　雄星,2.58,22,12,7,0,0,.632,595,143.0,117,7,67,2,127,51,41,1.29,3.43,西武,2016
11,岸　孝之,2.49,19,9,7,0,0,.563,541,130.1,123,8,36,1,104,42,36,1.22,3.17,西武,2016
17,髙橋　光成,4.42,22,4,11,0,0,.267,529,118.0,134,10,51,5,89,73,58,1.57,4.14,西武,2016
20,野上　亮磨,3.87,22,3,9,1,1,.250,474,107.0,112,10,43,5,62,56,46,1.45,4.52,西武,2016
18,多和田　真三郎,4.38,18,7,5,0,0,.583,433,98.2,101,6,40,8,91,51,48,1.43,3.53,西武,2016
35,牧田　和久,1.60,50,7,1,0,25,.875,312,78.2,54,3,16,10,43,15,14,0.89,3.44,西武,2016
29,小石　博孝,3.74,50,0,2,1,2,.000,324,74.2,62,2,39,13,55,33,31,1.35,4.00,西武,2016
21,十亀　剣,6.31,21,4,6,0,1,.400,335,71.1,85,3,31,9,41,55,50,1.63,4.20,西武,2016
48,武隈　祥太,3.54,64,5,3,0,14,.625,261,61.0,58,5,20,1,53,24,24,1.28,3.48,西武,2016
14,増田　達至,1.66,53,3,5,28,5,.375,232,54.1,51,1,15,2,53,13,10,1.21,2.07,西武,2016
47,バンヘッケン,6.31,10,0,4,0,0,.000,218,45.2,59,3,26,2,35,34,32,1.86,4.28,西武,2016
4,ポーリーノ,4.70,9,0,6,0,0,.000,203,44.0,44,3,25,2,32,31,23,1.57,4.39,西武,2016
15,大石　達也,1.71,36,1,0,0,3,1.000,126,31.2,18,2,16,0,36,6,6,1.07,3.18,西武,2016
34,佐野　泰雄,3.29,15,1,1,0,0,.500,116,27.1,22,2,15,1,11,14,10,1.35,5.02,西武,2016
63,佐藤　勇,5.76,7,1,3,0,0,.250,111,25.0,24,3,13,5,17,16,16,1.48,5.48,西武,2016
69,ウルフ,3.04,4,4,0,0,0,1.000,96,23.2,26,3,4,1,8,9,8,1.27,4.73,西武,2016
12,郭　俊麟,8.46,12,0,3,0,0,.000,107,22.1,28,2,10,4,20,23,21,1.70,4.37,西武,2016
23,野田　昇吾,3.93,22,0,0,0,4,.000,80,18.1,21,1,5,1,15,8,8,1.42,3.17,西武,2016
54,Ｃ．Ｃ．リー,6.48,18,0,0,0,1,.000,80,16.2,25,1,5,0,13,14,12,1.80,3.24,西武,2016
42,バスケス,5.51,19,0,0,0,6,.000,75,16.1,12,2,11,1,13,11,10,1.41,5.32,西武,2016
28,藤原　良平,2.08,10,2,0,0,1,1.000,52,13.0,11,0,3,1,9,3,3,1.08,2.66,西武,2016
41,誠,11.74,2,0,2,0,0,.000,37,7.2,11,0,7,0,4,10,10,2.35,4.82,西武,2016
46,中﨑　雄太,6.00,8,0,0,0,0,.000,23,6.0,4,1,2,1,3,4,4,1.00,5.79,西武,2016
19,豊田　拓矢,1.50,6,0,0,0,0,.000,29,6.0,7,0,3,0,7,1,1,1.67,2.29,西武,2016
43,髙橋　朋己,1.69,7,1,0,1,3,1.000,23,5.1,5,0,3,0,2,1,1,1.50,4.06,西武,2016
30,岡本　洋介,19.29,4,0,0,0,0,.000,27,4.2,10,0,4,0,1,10,10,3.00,5.26,西武,2016
45,本田　圭佑,7.71,2,0,1,0,0,.000,23,4.2,8,0,1,1,3,4,4,1.93,3.12,西武,2016
36,南川　忠亮,2.25,4,0,0,0,0,.000,19,4.0,3,0,4,0,1,1,1,1.75,5.62,西武,2016
31,岩尾　利弘,9.00,2,0,0,0,0,.000,13,3.0,5,0,2,0,1,3,3,2.33,4.45,西武,2016
57,國場　翼,0.00,2,0,0,0,0,.000,12,3.0,2,0,3,0,4,0,0,1.67,3.45,西武,2016
22,岡本　篤志,6.75,4,0,0,0,0,.000,13,2.2,4,0,2,0,2,2,2,2.25,3.87,西武,2016
66,松本　直晃,0.00,2,0,0,0,0,.000,12,2.2,3,0,2,0,1,0,0,1.88,4.62,西武,2016
26,川越　誠司,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2016
38,玉村　祐典,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2016
40,山口　嵩之,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2016
50,福倉　健太郎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2016
67,藤田　航生,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2016
68,宮田　和希,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,西武,2016
背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,西武,2016
14,則本　昂大,2.91,28,11,11,0,0,.500,820,195.0,192,12,50,6,216,87,63,1.24,2.57,楽天,2016
31,美馬　学,4.30,26,9,9,0,0,.500,678,155.0,181,14,32,8,116,80,74,1.37,3.57,楽天,2016
11,塩見　貴洋,3.89,24,8,10,0,0,.444,610,148.0,145,14,37,3,111,67,64,1.23,3.64,楽天,2016
21,釜田　佳直,4.14,20,7,5,0,0,.583,510,113.0,124,12,50,8,77,56,52,1.54,4.68,楽天,2016
20,安樂　智大,3.42,15,3,5,0,0,.375,349,84.1,79,9,22,4,64,33,32,1.20,3.91,楽天,2016
58,辛島　航,3.88,13,3,7,0,0,.300,306,72.0,72,2,22,3,48,33,31,1.31,3.19,楽天,2016
64,福山　博之,2.71,69,4,5,0,19,.444,294,69.2,65,2,19,5,30,24,21,1.21,3.67,楽天,2016
1,松井　裕樹,3.32,58,1,4,30,10,.200,272,62.1,47,4,40,1,75,23,23,1.40,3.52,楽天,2016
41,青山　浩二,4.83,50,1,5,0,14,.167,227,50.1,53,5,24,0,46,29,27,1.53,4.01,楽天,2016
43,ミコライオ,2.38,45,5,1,0,23,.833,181,45.1,37,3,6,4,29,13,12,0.95,3.36,楽天,2016
26,金刃　憲人,2.38,54,3,1,0,14,.750,170,41.2,31,1,14,2,25,13,11,1.08,3.31,楽天,2016
22,戸村　健次,4.41,11,1,5,0,0,.167,151,34.2,37,4,11,4,23,20,17,1.38,4.50,楽天,2016
17,ブリガム,5.24,11,0,3,0,1,.000,155,34.1,39,3,16,5,27,24,20,1.60,4.52,楽天,2016
38,西宮　悠介,4.44,29,3,0,0,0,1.000,115,26.1,18,0,20,1,32,14,13,1.44,3.08,楽天,2016
59,菊池　保則,5.16,7,1,1,0,0,.500,111,22.2,33,4,13,1,14,16,13,2.03,6.03,楽天,2016
54,横山　貴明,6.38,19,0,0,0,2,.000,94,18.1,30,1,10,0,9,17,13,2.18,4.48,楽天,2016
12,レイ,7.27,4,0,2,0,0,.000,82,17.1,25,2,7,1,12,15,14,1.85,4.62,楽天,2016
45,川井　貴志,8.22,5,0,1,0,0,.000,75,15.1,23,2,6,0,7,17,14,1.89,5.08,楽天,2016
15,小野　郁,8.78,11,0,0,0,0,.000,69,13.1,20,1,9,0,7,14,13,2.18,5.07,楽天,2016
49,リズ,6.94,5,0,3,0,1,.000,59,11.2,17,1,9,0,13,9,9,2.23,4.06,楽天,2016
13,濱矢　廣大,10.24,13,2,0,0,1,1.000,52,9.2,12,1,10,0,15,13,11,2.28,4.15,楽天,2016
60,古川　侑利,7.71,6,0,0,0,0,.000,30,7.0,5,1,5,1,4,6,6,1.43,6.41,楽天,2016
28,石橋　良太,13.50,6,0,0,0,0,.000,30,5.1,10,2,4,0,4,8,8,2.63,8.75,楽天,2016
50,入野　貴大,12.27,4,0,0,0,0,.000,19,3.2,6,2,2,0,4,5,5,2.18,9.67,楽天,2016
47,大塚　尚仁,10.80,4,0,0,0,0,.000,16,3.1,4,1,2,0,3,4,4,1.80,7.02,楽天,2016
34,武藤　好貴,6.00,2,0,0,0,0,.000,16,3.0,5,1,1,0,2,2,2,2.00,7.12,楽天,2016
30,長谷部　康平,11.57,2,0,0,0,0,.000,12,2.1,1,0,3,1,2,3,3,1.71,6.55,楽天,2016
61,金　無英,4.50,2,0,0,0,1,.000,8,2.0,1,1,1,0,1,1,1,1.00,10.12,楽天,2016
53,相原　和友,45.00,2,0,0,0,0,.000,12,1.0,5,0,4,0,1,5,5,9.00,13.12,楽天,2016
52,加藤　正志,18.00,1,0,0,0,0,.000,5,1.0,2,1,0,0,0,2,2,2.00,16.12,楽天,2016
69,山内　壮馬,0.00,1,0,0,0,0,.000,1,0.1,0,0,0,0,0,0,0,0.00,3.12,楽天,2016
16,森　雄大,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,楽天,2016
62,相沢　晋,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,楽天,2016
背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,楽天,2016
32,ディクソン,4.36,27,9,11,0,0,.450,746,171.1,183,17,71,5,139,86,83,1.48,4.12,オリックス,2016
21,西　勇輝,4.14,26,10,12,0,0,.455,712,165.1,171,4,48,8,108,80,76,1.32,3.13,オリックス,2016
19,金子　千尋,3.83,24,7,9,0,0,.438,676,162.0,143,13,59,2,125,71,69,1.25,3.75,オリックス,2016
11,松葉　貴大,3.26,28,7,9,0,0,.438,563,132.2,128,10,41,3,82,52,48,1.27,3.86,オリックス,2016
26,東明　大貴,4.94,24,1,10,0,1,.091,567,122.0,157,13,54,3,100,70,67,1.73,4.22,オリックス,2016
17,山﨑　福也,3.67,17,3,2,0,0,.600,260,61.1,55,4,23,3,37,27,25,1.27,4.03,オリックス,2016
16,平野　佳寿,1.92,58,4,4,31,8,.500,237,61.0,44,2,16,1,57,13,13,0.98,2.51,オリックス,2016
57,山田　修義,4.94,12,2,7,0,0,.222,245,58.1,63,7,19,0,43,35,32,1.41,4.18,オリックス,2016
59,塚原　頌平,2.67,54,4,1,0,13,.800,240,54.0,44,5,31,2,40,18,16,1.39,4.68,オリックス,2016
14,吉田　一将,2.66,54,5,2,1,21,.714,204,50.2,37,4,16,3,36,17,15,1.05,3.85,オリックス,2016
47,海田　智行,2.78,50,1,3,0,15,.250,185,45.1,40,1,12,0,31,14,14,1.15,2.70,オリックス,2016
15,佐藤　達也,5.01,43,1,4,0,12,.200,188,41.1,31,6,36,0,53,24,23,1.62,5.06,オリックス,2016
60,赤間　謙,3.09,24,0,1,0,1,.000,155,35.0,26,2,24,1,19,17,12,1.43,4.83,オリックス,2016
65,近藤　一樹,8.24,5,2,2,0,0,.500,94,19.2,30,3,6,0,16,19,18,1.83,4.39,オリックス,2016
18,岸田　護,7.90,16,0,0,0,6,.000,66,13.2,20,4,6,0,11,13,12,1.90,6.63,オリックス,2016
52,コーディエ,7.30,13,0,2,2,0,.000,63,12.1,11,2,15,0,14,10,10,2.11,6.61,オリックス,2016
35,比嘉　幹貴,4.82,16,1,1,0,5,.500,43,9.1,13,3,3,0,10,5,5,1.71,5.48,オリックス,2016
13,佐藤　峻一,13.50,5,0,0,0,0,.000,46,7.1,18,1,6,1,6,13,11,3.27,6.12,オリックス,2016
49,白仁田　寛和,10.50,7,0,0,0,0,.000,34,6.0,9,1,6,0,2,8,7,2.50,7.62,オリックス,2016
36,髙木　伴,6.00,4,0,0,0,0,.000,25,6.0,5,2,2,0,5,4,4,1.17,6.79,オリックス,2016
25,ミッシュ,8.44,3,0,1,0,0,.000,30,5.1,9,1,5,1,2,5,5,2.63,8.18,オリックス,2016
69,大山　暁史,2.08,3,0,0,0,0,.000,27,4.1,6,0,5,2,2,8,1,2.54,7.04,オリックス,2016
27,青山　大紀,6.75,1,0,1,0,0,.000,18,4.0,4,1,2,0,5,4,3,1.50,5.37,オリックス,2016
48,齋藤　綱記,9.00,1,0,0,0,0,.000,20,4.0,6,2,2,0,2,4,4,2.00,10.12,オリックス,2016
65,八木　亮祐,4.50,1,0,0,0,0,.000,18,4.0,7,1,1,0,2,2,2,2.00,6.12,オリックス,2016
28,小松　聖,10.80,4,0,1,0,0,.000,20,3.1,6,1,3,0,1,4,4,2.70,9.12,オリックス,2016
20,近藤　大亮,0.00,1,0,0,0,0,.000,16,3.0,4,0,1,0,2,1,0,1.67,2.79,オリックス,2016
98,大田　阿斗里,9.00,1,0,0,0,0,.000,15,3.0,5,2,1,0,2,3,3,2.00,11.45,オリックス,2016
58,角屋　龍太,11.57,2,0,0,0,0,.000,16,2.1,5,1,4,0,1,3,3,3.86,12.98,オリックス,2016
68,鈴木　優,33.75,1,0,0,0,0,.000,12,1.1,5,0,3,0,3,5,5,6.00,5.37,オリックス,2016
12,佐野　皓大,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,2016
43,坂寄　晴一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,2016
64,森本　将太,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,2016
66,吉田　凌,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,2016
67,佐藤　世那,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,オリックス,2016
背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,オリックス,2016
16,有原　航平,2.94,22,11,9,0,0,.550,640,156.0,150,13,38,2,103,52,51,1.21,3.63,日ハム,2016
11,大谷　翔平,1.86,21,10,4,0,1,.714,548,140.0,89,4,45,8,174,33,29,0.96,2.14,日ハム,2016
15,メンドーサ,3.88,23,7,8,0,1,.467,573,132.1,135,13,45,4,77,64,57,1.36,4.30,日ハム,2016
39,高梨　裕稔,2.38,37,10,2,0,1,.833,439,109.2,79,6,36,4,86,30,29,1.05,3.36,日ハム,2016
34,吉川　光夫,4.19,27,7,6,3,0,.538,494,109.2,125,9,52,5,65,53,51,1.61,4.56,日ハム,2016
52,バース,3.65,37,8,8,0,6,.500,452,103.2,102,7,47,4,71,48,42,1.44,3.99,日ハム,2016
14,加藤　貴之,3.45,30,7,3,0,1,.700,392,91.1,91,4,31,2,64,37,35,1.34,3.34,日ハム,2016
19,増井　浩俊,2.44,30,10,3,10,1,.769,333,81.0,71,5,26,3,71,22,22,1.20,3.17,日ハム,2016
55,マーティン,1.07,52,2,0,21,19,1.000,182,50.2,25,2,7,0,57,8,6,0.63,1.80,日ハム,2016
48,谷元　圭介,2.32,58,3,2,3,28,.600,206,50.1,41,4,16,1,44,14,13,1.13,3.42,日ハム,2016
25,宮西　尚生,1.52,58,3,1,2,39,.750,190,47.1,28,0,22,5,36,11,8,1.06,3.25,日ハム,2016
30,鍵谷　陽平,4.23,48,5,3,3,3,.625,187,44.2,37,3,21,0,38,23,21,1.30,3.63,日ハム,2016
29,井口　和朋,3.86,37,0,1,0,4,.000,174,42.0,39,6,10,2,27,18,18,1.17,4.48,日ハム,2016
35,榎下　陽大,3.58,16,1,0,0,0,1.000,119,27.2,22,5,17,1,21,11,11,1.41,5.69,日ハム,2016
43,白村　明弘,2.63,22,3,1,0,1,.750,101,24.0,20,3,14,1,19,7,7,1.42,5.04,日ハム,2016
18,斎藤　佑樹,4.56,11,0,1,0,0,.000,104,23.2,26,2,11,2,14,12,12,1.56,4.68,日ハム,2016
13,石井　裕也,1.65,22,0,0,0,12,.000,63,16.1,11,0,4,0,16,3,3,0.92,1.90,日ハム,2016
36,中村　勝,6.00,2,0,1,0,0,.000,52,12.0,10,2,6,0,9,8,8,1.33,5.29,日ハム,2016
28,新垣　勇人,3.86,4,0,0,0,0,.000,39,9.1,12,1,0,1,7,4,4,1.29,3.33,日ハム,2016
21,武田　久,14.54,5,0,0,0,0,.000,27,4.1,11,0,1,2,0,7,7,2.77,5.20,日ハム,2016
47,田中　豊樹,0.00,4,0,0,0,1,.000,14,3.1,2,0,3,0,2,0,0,1.50,4.62,日ハム,2016
20,上原　健太,0.00,1,0,0,0,1,.000,4,1.0,1,0,0,0,1,0,0,1.00,1.12,日ハム,2016
46,瀬川　隼郎,0.00,1,0,0,0,0,.000,3,1.0,0,0,1,0,0,0,0,1.00,6.12,日ハム,2016
51,石川　直也,0.00,1,0,0,0,1,.000,4,1.0,0,0,1,0,0,0,0,1.00,6.12,日ハム,2016
22,藤岡　好明,27.00,1,0,0,0,0,.000,4,0.2,2,0,0,0,1,2,2,3.00,0.12,日ハム,2016
40,金平　将至,0.00,1,0,0,0,0,.000,4,0.2,0,0,1,1,0,0,0,1.50,12.12,日ハム,2016
38,武田　勝,0.00,1,0,0,0,0,.000,1,0.1,0,0,0,0,1,0,0,0.00,-2.88,日ハム,2016
17,浦野　博司,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2016
32,乾　真大,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2016
33,須永　英輝,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2016
53,立田　将太,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2016
54,大塚　豊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2016
57,屋宜　照悟,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2016
59,吉田　侑樹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2016
63,上沢　直之,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2016
背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,日ハム,2016
16,涌井　秀章,3.01,26,10,7,0,0,.588,793,188.2,195,15,48,4,118,73,63,1.29,3.73,ロッテ,2016
12,石川　歩,2.16,23,14,5,0,0,.737,643,162.1,142,16,22,6,104,40,39,1.01,3.64,ロッテ,2016
55,スタンリッジ,3.56,27,8,8,0,0,.500,686,162.0,168,13,45,8,99,72,64,1.31,3.83,ロッテ,2016
64,二木　康太,5.34,22,7,9,0,0,.438,518,116.1,143,12,34,2,81,74,69,1.52,3.97,ロッテ,2016
19,唐川　侑己,2.84,15,6,6,0,0,.500,373,88.2,84,2,37,3,64,30,28,1.36,3.29,ロッテ,2016
15,関谷　亮太,5.52,16,5,6,0,0,.455,391,88.0,100,8,34,5,58,58,54,1.52,4.31,ロッテ,2016
33,南　昌輝,2.74,57,5,4,0,16,.556,253,62.1,48,4,19,1,58,20,19,1.07,3.01,ロッテ,2016
52,益田　直也,1.83,61,3,2,14,21,.600,238,59.0,53,2,16,0,36,13,12,1.17,3.05,ロッテ,2016
